"%Acm. Venda";"Comprador : Produto";"Código Produto";"Embalagem Unitária";"Venda Quantidade";"Unitário Médio";"Venda Valor";"Venda % Partic.";"Promoções Valor Venda";"Promoc. % Partic.";"% Partic. Prom./Vda.";"Lucratividade Unit.";"Lucratividade Valor";"Lucrat. % Partic.";"Lucrat. Marg %";"% Mark Up";"% Mark Down";"Custo Bruto";"Custo Líquido";"Despesa Venda";"Compror";"Comissão";"Impostos Venda";"Valor IBS  Municipal";"Valor IBS  Estadual";"Valor CBS";"Valor IS";"Contribuição Valor";"Contrib. % Partic.";"Contrib. Marg %*";"Peso Bruto";"Peso Brt %Partic.";"Peso Líquido";"Volume M ³";"Valor Venda Por M³";"Custo Fiscal Unit.";"Custo Fiscal Total (Estq)";"Custo Fiscal Total";"Despesa Fixa";"Desconto Fixo";"Vlr Descto Fora de NF"
"74,49";"ROBERTO : LEITE PÓ ITAMBÉ SC 400g INSTANTÂNEO";"8160";"UN 1";"1,000";"18,99";"18,99";"0,01";"0,00";"0,00";"0,00";"8,04";"8,04";"0,02";"42,34";"73,42";"42,34";"10,95";"10,95";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"8,04";"0,02";"42,34";"0,410";"0,01";"0,400";"0,001";"18.990,000";"11,52";"1.843,16";"11,52";"0,00";"0,00";"0,00"
"74,50";"ROBERTO : LEITE PÓ ITAMBÉ SC 400g INTEGRAL";"8153";"UN 1";"1,000";"18,99";"18,99";"0,01";"0,00";"0,00";"0,00";"8,04";"8,04";"0,02";"42,34";"73,42";"42,34";"10,95";"10,95";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"8,04";"0,02";"42,34";"0,410";"0,01";"0,400";"0,001";"18.990,000";"11,48";"1.423,02";"11,48";"0,00";"0,00";"0,00"
"74,53";"ROBERTO : LEITE PÓ NINHO INTEGRAL SC 350g";"12385";"UN 1";"2,000";"24,99";"49,98";"0,03";"0,00";"0,00";"0,00";"9,30";"18,60";"0,05";"37,21";"59,27";"37,21";"31,38";"31,38";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"18,60";"0,05";"37,21";"0,726";"0,01";"0,700";"0,011";"4.543,636";"15,73";"613,40";"31,46";"0,00";"0,00";"0,00"
"74,55";"ROBERTO : LEITE PÓ NINHO INTEGRAL SC 350g INSTANTÃNEO";"12382";"UN 1";"1,000";"24,99";"24,99";"0,02";"0,00";"0,00";"0,00";"9,27";"9,27";"0,03";"37,09";"58,97";"37,09";"15,72";"15,72";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"9,27";"0,03";"37,09";"0,363";"0,00";"0,350";"0,006";"4.165,000";"15,73";"1.179,41";"15,73";"0,00";"0,00";"0,00"
"74,59";"ROBERTO : LEITE PÓ NINHO SEMI DESNATADO 350g ADULTO";"10745";"UN 1";"2,000";"29,99";"59,98";"0,04";"0,00";"0,00";"0,00";"9,95";"19,89";"0,05";"33,16";"49,61";"33,16";"40,09";"40,09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"19,89";"0,05";"33,16";"0,000";"0,00";"0,000";"0,000";"0,000";"20,18";"20,18";"40,37";"0,00";"0,00";"0,00"
"74,62";"ROBERTO : LEITE PÓ PIRACANJUBA INT SC 200g";"8758";"UN 1";"4,000";"10,91";"43,64";"0,03";"0,00";"0,00";"0,00";"4,67";"18,66";"0,05";"42,76";"74,70";"42,76";"24,98";"24,98";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"18,66";"0,05";"42,76";"0,820";"0,01";"0,800";"0,001";"43.640,000";"6,11";"409,56";"24,45";"0,00";"0,00";"0,00"
"74,65";"ROBERTO : LEITE PÓ PIRACANJUBA SACHÊ 400g INSTANTÂNEO";"8749";"UN 1";"2,000";"19,99";"39,98";"0,03";"0,00";"0,00";"0,00";"7,50";"15,00";"0,04";"37,52";"60,05";"37,52";"24,98";"24,98";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"15,00";"0,04";"37,52";"0,820";"0,01";"0,800";"0,002";"19.990,000";"12,26";"1.642,32";"24,51";"0,00";"0,00";"0,00"
"74,69";"ROBERTO : LEITE PÓ PIRACANJUBA SACHÊ 400g INTEGRAL";"8752";"UN 1";"3,000";"19,99";"59,97";"0,04";"0,00";"0,00";"0,00";"7,50";"22,50";"0,06";"37,52";"60,05";"37,52";"37,47";"37,47";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"22,50";"0,06";"37,52";"1,230";"0,02";"1,200";"0,003";"19.990,000";"12,45";"1.593,03";"37,34";"0,00";"0,00";"0,00"
"74,71";"ROBERTO : MAC ADRIA C/OVOS 500g NINHO N3";"6275";"UN 1";"6,000";"5,49";"32,94";"0,02";"0,00";"0,00";"0,00";"1,55";"9,30";"0,03";"28,23";"44,09";"30,60";"22,86";"21,36";"0,00";"0,00";"0,00";"2,28";"0,00";"0,00";"0,00";"0,00";"9,30";"0,03";"30,33";"3,030";"0,04";"3,000";"0,018";"1.830,000";"3,42";"0,00";"20,52";"0,00";"0,00";"0,00"
"74,71";"ROBERTO : MAC ADRIA C/OVOS CORTES 500g PENA";"6943";"UN 1";"1,000";"4,99";"4,99";"0,00";"0,00";"0,00";"0,00";"1,52";"1,52";"0,00";"30,46";"56,43";"36,07";"3,19";"3,12";"0,00";"0,00";"0,00";"0,35";"0,00";"0,00";"0,00";"0,00";"1,52";"0,00";"32,76";"0,506";"0,01";"0,500";"0,002";"2.495,000";"3,12";"165,53";"3,12";"0,00";"0,00";"0,00"
"74,71";"ROBERTO : MAC ADRIA C/OVOS LONGOS 500g ESPAGUETINHO 9";"6919";"UN 1";"1,000";"4,99";"4,99";"0,00";"0,00";"0,00";"0,00";"1,86";"1,86";"0,01";"37,27";"66,89";"40,08";"2,99";"2,78";"0,00";"0,00";"0,00";"0,35";"0,00";"0,00";"0,00";"0,00";"1,86";"0,01";"40,09";"0,548";"0,01";"0,500";"0,001";"4.990,000";"2,95";"753,35";"2,95";"0,00";"0,00";"0,00"
"74,72";"ROBERTO : MAC ADRIA OVOS GRAVATA 500g";"7765";"UN 1";"2,000";"4,99";"9,98";"0,01";"0,00";"0,00";"0,00";"1,86";"3,72";"0,01";"37,27";"66,89";"40,08";"5,98";"5,56";"0,00";"0,00";"0,00";"0,70";"0,00";"0,00";"0,00";"0,00";"3,72";"0,01";"40,09";"1,018";"0,01";"1,000";"0,004";"2.495,000";"2,92";"122,53";"5,83";"0,00";"0,00";"0,00"
"74,74";"ROBERTO : MAC BARILLA GRANO TENRO 500g ESPAGUETE Nº8";"13875";"UN 1";"5,000";"6,49";"32,45";"0,02";"0,00";"0,00";"0,00";"2,06";"10,28";"0,03";"31,68";"51,49";"33,99";"21,42";"19,92";"0,00";"0,00";"0,00";"2,25";"0,00";"0,00";"0,00";"0,00";"10,28";"0,03";"34,04";"2,665";"0,03";"2,500";"0,004";"8.112,500";"4,04";"48,51";"20,21";"0,00";"0,00";"0,00"
"74,75";"ROBERTO : MAC BARILLA GRANO TENRO 500g FETTUCCINE";"13892";"UN 1";"3,000";"6,49";"19,47";"0,01";"0,00";"0,00";"0,00";"2,06";"6,17";"0,02";"31,69";"51,52";"34,00";"12,85";"11,95";"0,00";"0,00";"0,00";"1,35";"0,00";"0,00";"0,00";"0,00";"6,17";"0,02";"34,05";"1,599";"0,02";"1,500";"0,002";"9.735,000";"3,98";"0,00";"11,95";"0,00";"0,00";"0,00"
"74,76";"ROBERTO : MAC BARILLA GRANO TENRO 500g LINGUINE";"13894";"UN 1";"3,000";"6,49";"19,47";"0,01";"0,00";"0,00";"0,00";"1,76";"5,27";"0,01";"27,07";"51,52";"34,00";"12,85";"12,85";"0,00";"0,00";"0,00";"1,35";"0,00";"0,00";"0,00";"0,00";"5,27";"0,01";"29,08";"1,599";"0,02";"1,500";"0,002";"9.735,000";"3,98";"167,32";"11,95";"0,00";"0,00";"0,00"
"74,77";"ROBERTO : MAC BARILLA GRANO TENRO 500g PAI NOSSO";"13887";"UN 1";"2,000";"6,49";"12,98";"0,01";"0,00";"0,00";"0,00";"2,06";"4,11";"0,01";"31,66";"51,46";"33,98";"8,57";"7,97";"0,00";"0,00";"0,00";"0,90";"0,00";"0,00";"0,00";"0,00";"4,11";"0,01";"34,02";"1,026";"0,01";"1,000";"0,004";"3.245,000";"4,16";"104,10";"8,33";"0,00";"0,00";"0,00"
"74,79";"ROBERTO : MAC BARILLA GRANO TENRO 500g PARAFUSO";"13885";"UN 1";"4,000";"6,49";"25,96";"0,02";"0,00";"0,00";"0,00";"2,06";"8,22";"0,02";"31,66";"51,46";"33,98";"17,14";"15,94";"0,00";"0,00";"0,00";"1,80";"0,00";"0,00";"0,00";"0,00";"8,22";"0,02";"34,02";"2,052";"0,03";"2,000";"0,008";"3.245,000";"4,04";"262,38";"16,15";"0,00";"0,00";"0,00"
"74,79";"ROBERTO : MAC BARILLA GRANO TENRO 500g PENNE";"13882";"UN 1";"1,000";"6,49";"6,49";"0,00";"0,00";"0,00";"0,00";"1,76";"1,76";"0,00";"27,12";"51,64";"34,05";"4,28";"4,28";"0,00";"0,00";"0,00";"0,45";"0,00";"0,00";"0,00";"0,00";"1,76";"0,00";"29,14";"0,513";"0,01";"0,500";"0,002";"3.245,000";"3,98";"151,40";"3,98";"0,00";"0,00";"0,00"
"74,80";"ROBERTO : MAC BASILAR SMDO 400g AVE MARIA";"7542";"UN 1";"3,000";"3,99";"11,97";"0,01";"0,00";"0,00";"0,00";"1,32";"3,96";"0,01";"33,08";"55,86";"35,84";"7,68";"7,17";"0,00";"0,00";"0,00";"0,84";"0,00";"0,00";"0,00";"0,00";"3,96";"0,01";"35,58";"1,209";"0,02";"1,200";"0,004";"2.992,500";"2,23";"191,92";"6,70";"0,00";"0,00";"0,00"
"74,82";"ROBERTO : MAC BASILAR SMDO 400g BAVETI";"7562";"UN 1";"7,000";"3,99";"27,93";"0,02";"0,00";"0,00";"0,00";"1,85";"12,98";"0,04";"46,47";"97,25";"49,30";"14,16";"12,99";"0,00";"0,00";"0,00";"1,96";"0,00";"0,00";"0,00";"0,00";"12,98";"0,04";"49,98";"2,835";"0,04";"2,800";"0,004";"6.982,500";"2,18";"1.131,32";"15,29";"0,00";"0,00";"0,00"
"74,83";"ROBERTO : MAC BASILAR SMDO 400g ESPAGUETE";"7557";"UN 1";"3,000";"3,99";"11,97";"0,01";"0,00";"0,00";"0,00";"1,48";"4,44";"0,01";"37,09";"67,65";"40,35";"7,14";"6,69";"0,00";"0,00";"0,00";"0,84";"0,00";"0,00";"0,00";"0,00";"4,44";"0,01";"39,89";"1,215";"0,02";"1,200";"0,002";"5.985,000";"2,19";"2.073,30";"6,57";"0,00";"0,00";"0,00"
"74,84";"ROBERTO : MAC BASILAR SMDO 400g FININHO";"7564";"UN 1";"3,000";"3,99";"11,97";"0,01";"0,00";"0,00";"0,00";"1,85";"5,56";"0,02";"46,45";"97,20";"49,29";"6,07";"5,57";"0,00";"0,00";"0,00";"0,84";"0,00";"0,00";"0,00";"0,00";"5,56";"0,02";"49,96";"1,215";"0,02";"1,200";"0,002";"5.985,000";"2,22";"1.089,89";"6,65";"0,00";"0,00";"0,00"
"74,86";"ROBERTO : MAC BASILAR SMDO 400g FURADINHO";"7568";"UN 1";"8,000";"3,99";"31,92";"0,02";"0,00";"0,00";"0,00";"1,83";"14,61";"0,04";"45,77";"95,95";"48,97";"16,29";"15,07";"0,00";"0,00";"0,00";"2,24";"0,00";"0,00";"0,00";"0,00";"14,61";"0,04";"49,23";"3,240";"0,04";"3,200";"0,005";"6.384,000";"2,06";"94,79";"16,49";"0,00";"0,00";"0,00"
"74,86";"ROBERTO : MAC BASILAR SMDO 400g GRAVATA";"7534";"UN 1";"1,000";"0,13";"0,13";"0,00";"0,00";"0,00";"0,00";"-2,10";"-2,10";"-0,01";"-1615,38";"-94,51";"-1723,08";"2,37";"2,22";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"-2,10";"-0,01";"-1750,00";"0,403";"0,01";"0,400";"0,001";"130,000";"2,35";"409,16";"2,35";"0,00";"0,00";"0,00"
"74,87";"ROBERTO : MAC BASILAR SMDO 400g PADRE NOSSO";"7538";"UN 1";"3,000";"2,70";"8,11";"0,01";"0,00";"0,00";"0,00";"0,66";"1,97";"0,01";"24,29";"33,61";"25,15";"6,07";"5,57";"0,00";"0,00";"0,00";"0,57";"0,00";"0,00";"0,00";"0,00";"1,97";"0,01";"26,13";"1,209";"0,02";"1,200";"0,004";"2.027,500";"2,23";"259,19";"6,70";"0,00";"0,00";"0,00"
"74,90";"ROBERTO : MAC BASILAR SMDO 400g PARAFUSO";"7528";"UN 1";"12,000";"3,99";"47,88";"0,03";"0,00";"0,00";"0,00";"1,86";"22,26";"0,06";"46,49";"97,28";"49,31";"24,27";"22,26";"0,00";"0,00";"0,00";"3,36";"0,00";"0,00";"0,00";"0,00";"22,26";"0,06";"50,00";"4,836";"0,06";"4,800";"0,017";"2.816,471";"2,20";"1.460,24";"26,43";"0,00";"0,00";"0,00"
"74,92";"ROBERTO : MAC BASILAR SMDO 400g PENNE";"7548";"UN 1";"6,000";"3,99";"23,94";"0,02";"0,00";"0,00";"0,00";"1,86";"11,13";"0,03";"46,49";"97,20";"49,29";"12,14";"11,13";"0,00";"0,00";"0,00";"1,68";"0,00";"0,00";"0,00";"0,00";"11,13";"0,03";"50,00";"2,418";"0,03";"2,400";"0,009";"2.660,000";"2,21";"846,58";"13,26";"0,00";"0,00";"0,00"
"74,94";"ROBERTO : MAC CASEIRO DE LASANHA 500g";"1949";"UN 1";"2,000";"11,99";"23,98";"0,02";"0,00";"0,00";"0,00";"4,01";"8,01";"0,02";"33,40";"55,11";"35,53";"15,46";"14,29";"0,00";"0,00";"0,00";"1,68";"0,00";"0,00";"0,00";"0,00";"8,01";"0,02";"35,92";"1,014";"0,01";"1,000";"0,001";"23.980,000";"7,74";"38,69";"15,47";"0,00";"0,00";"0,00"
"74,95";"ROBERTO : MAC DA ROZ GRANO DURO 500g RIGATONI";"11356";"UN 1";"1,000";"10,99";"10,99";"0,01";"0,00";"0,00";"0,00";"2,82";"2,82";"0,01";"25,66";"48,51";"32,67";"7,40";"7,40";"0,00";"0,00";"0,00";"0,77";"0,00";"0,00";"0,00";"0,00";"2,82";"0,01";"27,59";"0,519";"0,01";"0,500";"0,006";"1.831,667";"7,40";"44,40";"7,40";"0,00";"0,00";"0,00"
"74,96";"ROBERTO : MAC DE CASEIRO 500g GRAVATA";"1560";"UN 1";"2,000";"9,99";"19,98";"0,01";"0,00";"0,00";"0,00";"2,90";"5,80";"0,02";"29,03";"46,05";"31,53";"13,68";"12,78";"0,00";"0,00";"0,00";"1,40";"0,00";"0,00";"0,00";"0,00";"5,80";"0,02";"31,22";"1,020";"0,01";"1,000";"0,004";"4.995,000";"6,37";"19,11";"12,74";"0,00";"0,00";"0,00"
"74,97";"ROBERTO : MAC DE CASEIRO 500g GRAVATINHA";"1550";"UN 1";"1,000";"9,99";"9,99";"0,01";"0,00";"0,00";"0,00";"3,38";"3,38";"0,01";"33,83";"56,34";"36,04";"6,39";"5,91";"0,00";"0,00";"0,00";"0,70";"0,00";"0,00";"0,00";"0,00";"3,38";"0,01";"36,38";"0,600";"0,01";"0,500";"0,001";"9.990,000";"6,42";"57,81";"6,42";"0,00";"0,00";"0,00"
"74,98";"ROBERTO : MAC DONA BENTA C/OVOS 500g NINHO";"8157";"UN 1";"2,000";"5,99";"11,98";"0,01";"0,00";"0,00";"0,00";"1,83";"3,66";"0,01";"30,55";"49,75";"33,22";"8,00";"7,48";"0,00";"0,00";"0,00";"0,84";"0,00";"0,00";"0,00";"0,00";"3,66";"0,01";"32,85";"1,014";"0,01";"1,000";"0,007";"1.711,429";"4,01";"24,04";"8,01";"0,00";"0,00";"0,00"
"74,98";"ROBERTO : MAC DONA BENTA OVOS 500g AVIÃOZINHO";"8230";"UN 1";"1,000";"4,69";"4,69";"0,00";"0,00";"0,00";"0,00";"1,49";"1,49";"0,00";"31,77";"52,77";"34,54";"3,07";"2,87";"0,00";"0,00";"0,00";"0,33";"0,00";"0,00";"0,00";"0,00";"1,49";"0,00";"34,17";"0,502";"0,01";"0,500";"0,002";"2.345,000";"2,95";"94,32";"2,95";"0,00";"0,00";"0,00"
"75,00";"ROBERTO : MAC DONA BENTA OVOS 500g ESPAGUETE Nº8";"8223";"UN 1";"6,000";"4,69";"28,14";"0,02";"0,00";"0,00";"0,00";"1,49";"8,92";"0,02";"31,70";"51,78";"34,12";"18,54";"17,24";"0,00";"0,00";"0,00";"1,98";"0,00";"0,00";"0,00";"0,00";"8,92";"0,02";"34,10";"3,012";"0,04";"3,000";"0,011";"2.558,182";"2,88";"615,58";"17,26";"0,00";"0,00";"0,00"
"75,03";"ROBERTO : MAC DONA BENTA OVOS 500g PARAFUSO";"8226";"UN 1";"8,000";"4,69";"37,52";"0,03";"0,00";"0,00";"0,00";"1,49";"11,89";"0,03";"31,69";"51,78";"34,12";"24,72";"22,99";"0,00";"0,00";"0,00";"2,64";"0,00";"0,00";"0,00";"0,00";"11,89";"0,03";"34,09";"4,016";"0,05";"4,000";"0,015";"2.501,333";"2,87";"842,11";"22,99";"0,00";"0,00";"0,00"
"75,06";"ROBERTO : MAC DONA BENTA OVOS 500g PENNE";"8228";"UN 1";"8,000";"4,69";"37,52";"0,03";"0,00";"0,00";"0,00";"1,49";"11,89";"0,03";"31,69";"51,78";"34,12";"24,72";"22,99";"0,00";"0,00";"0,00";"2,64";"0,00";"0,00";"0,00";"0,00";"11,89";"0,03";"34,09";"4,016";"0,05";"4,000";"0,015";"2.501,333";"2,87";"537,46";"22,99";"0,00";"0,00";"0,00"
"75,07";"ROBERTO : MAC DONA BENTA SÊMOLA 500g AVE MARIA";"8211";"UN 1";"2,000";"3,99";"7,98";"0,01";"0,00";"0,00";"0,00";"1,39";"2,78";"0,01";"34,84";"60,89";"37,84";"4,96";"4,64";"0,00";"0,00";"0,00";"0,56";"0,00";"0,00";"0,00";"0,00";"2,78";"0,01";"37,47";"1,020";"0,01";"1,000";"0,003";"2.660,000";"2,41";"236,64";"4,83";"0,00";"0,00";"0,00"
"75,11";"ROBERTO : MAC DONA BENTA SÊMOLA 500g ESPAGUETE";"8204";"UN 1";"16,000";"3,99";"63,84";"0,04";"0,00";"0,00";"0,00";"1,57";"25,10";"0,07";"39,32";"72,31";"41,96";"37,05";"34,26";"0,00";"0,00";"0,00";"4,48";"0,00";"0,00";"0,00";"0,00";"25,10";"0,07";"42,28";"8,160";"0,10";"8,000";"0,021";"3.040,000";"2,32";"306,79";"37,19";"0,00";"0,00";"0,00"
"75,11";"ROBERTO : MAC DONA BENTA SÊMOLA 500g PADRE NOSSO";"8212";"UN 1";"1,000";"3,99";"3,99";"0,00";"0,00";"0,00";"0,00";"1,57";"1,57";"0,00";"39,35";"71,98";"41,85";"2,32";"2,14";"0,00";"0,00";"0,00";"0,28";"0,00";"0,00";"0,00";"0,00";"1,57";"0,00";"42,32";"0,510";"0,01";"0,500";"0,001";"3.990,000";"2,34";"304,44";"2,34";"0,00";"0,00";"0,00"
"75,14";"ROBERTO : MAC DONA BENTA SÊMOLA 500g PARAFUSO";"8207";"UN 1";"11,000";"3,99";"43,89";"0,03";"0,00";"0,00";"0,00";"1,57";"17,25";"0,05";"39,30";"72,32";"41,97";"25,47";"23,56";"0,00";"0,00";"0,00";"3,08";"0,00";"0,00";"0,00";"0,00";"17,25";"0,05";"42,27";"5,610";"0,07";"5,500";"0,014";"3.135,000";"2,37";"550,26";"26,09";"0,00";"0,00";"0,00"
"75,14";"ROBERTO : MAC DONA BENTA SÊMOLA 500g PENNE";"8208";"UN 1";"1,000";"3,99";"3,99";"0,00";"0,00";"0,00";"0,00";"1,57";"1,57";"0,00";"39,35";"71,98";"41,85";"2,32";"2,14";"0,00";"0,00";"0,00";"0,28";"0,00";"0,00";"0,00";"0,00";"1,57";"0,00";"42,32";"0,510";"0,01";"0,500";"0,001";"3.990,000";"2,33";"141,83";"2,33";"0,00";"0,00";"0,00"
"75,15";"ROBERTO : MAC GALO SEMOLADO CORTES 500g PADRE NOSSO";"9608";"UN 1";"3,000";"2,99";"8,97";"0,01";"11,67";"0,01";"130,10";"0,25";"0,75";"0,00";"8,36";"9,93";"9,03";"8,16";"7,59";"0,00";"0,00";"0,00";"0,63";"0,00";"0,00";"0,00";"0,00";"0,75";"0,00";"8,99";"1,650";"0,02";"1,500";"0,004";"2.242,500";"2,53";"50,58";"7,59";"0,00";"0,00";"0,00"
"75,22";"ROBERTO : MAC GALO SEMOLADO CORTES 500g PARAFUSO";"9605";"UN 1";"36,000";"2,99";"107,49";"0,07";"140,04";"0,09";"130,28";"0,44";"15,74";"0,04";"14,64";"18,06";"15,29";"91,05";"84,20";"0,00";"0,00";"0,00";"7,55";"0,00";"0,00";"0,00";"0,00";"15,74";"0,04";"15,75";"19,800";"0,25";"18,000";"0,051";"2.107,647";"2,38";"630,24";"85,62";"0,00";"0,00";"0,00"
"75,26";"ROBERTO : MAC GALO SEMOLADO CORTES 500g PENA";"9614";"UN 1";"20,000";"2,99";"59,80";"0,04";"77,80";"0,05";"130,10";"0,25";"5,02";"0,01";"8,39";"9,95";"9,05";"54,39";"50,58";"0,00";"0,00";"0,00";"4,20";"0,00";"0,00";"0,00";"0,00";"5,02";"0,01";"9,03";"11,000";"0,14";"10,000";"0,028";"2.135,714";"2,53";"45,52";"50,57";"0,00";"0,00";"0,00"
"75,29";"ROBERTO : MAC GALO SEMOLADO LONGOS 500g ESPAGUETE Nº8";"9566";"UN 1";"15,000";"2,99";"44,85";"0,03";"58,35";"0,04";"130,10";"0,44";"6,61";"0,02";"14,74";"18,21";"15,41";"37,94";"35,09";"0,00";"0,00";"0,00";"3,15";"0,00";"0,00";"0,00";"0,00";"6,61";"0,02";"15,85";"7,635";"0,10";"7,500";"0,009";"4.983,333";"2,46";"950,28";"36,93";"0,00";"0,00";"0,00"
"75,30";"ROBERTO : MAC GALO SEMOLADO LONGOS 500g FURADINHO";"9600";"UN 1";"5,000";"2,99";"14,95";"0,01";"19,45";"0,01";"130,10";"0,25";"1,25";"0,00";"8,36";"9,93";"9,03";"13,60";"12,65";"0,00";"0,00";"0,00";"1,05";"0,00";"0,00";"0,00";"0,00";"1,25";"0,00";"8,99";"2,545";"0,03";"2,500";"0,003";"4.983,333";"2,53";"174,53";"12,65";"0,00";"0,00";"0,00"
"75,31";"ROBERTO : MAC GALO SÊMOLA CORTES 500g ARGOLA";"9685";"UN 1";"2,000";"5,49";"10,98";"0,01";"0,00";"0,00";"0,00";"1,84";"3,67";"0,01";"33,42";"54,87";"35,43";"7,09";"6,55";"0,00";"0,00";"0,00";"0,76";"0,00";"0,00";"0,00";"0,00";"3,67";"0,01";"35,91";"1,022";"0,01";"1,000";"0,003";"3.660,000";"3,57";"142,71";"7,14";"0,00";"0,00";"0,00"
"75,32";"ROBERTO : MAC GALO SÊMOLA CORTES 500g AVE MARIA";"9684";"UN 1";"2,000";"5,49";"10,98";"0,01";"0,00";"0,00";"0,00";"1,84";"3,67";"0,01";"33,42";"54,87";"35,43";"7,09";"6,55";"0,00";"0,00";"0,00";"0,76";"0,00";"0,00";"0,00";"0,00";"3,67";"0,01";"35,91";"1,022";"0,01";"1,000";"0,003";"3.660,000";"3,56";"146,06";"7,12";"0,00";"0,00";"0,00"
"75,32";"ROBERTO : MAC GALO SÊMOLA CORTES 500g CONCHA";"9678";"UN 1";"1,000";"5,49";"5,49";"0,00";"0,00";"0,00";"0,00";"1,83";"1,83";"0,00";"33,33";"55,08";"35,52";"3,54";"3,28";"0,00";"0,00";"0,00";"0,38";"0,00";"0,00";"0,00";"0,00";"1,83";"0,00";"35,81";"0,511";"0,01";"0,500";"0,001";"5.490,000";"3,61";"140,61";"3,61";"0,00";"0,00";"0,00"
"75,32";"ROBERTO : MAC GALO SÊMOLA CORTES 500g PARAFUSO";"9692";"UN 1";"1,000";"5,34";"5,34";"0,00";"0,00";"0,00";"0,00";"3,93";"3,93";"0,01";"73,60";"372,57";"78,84";"1,13";"1,04";"0,00";"0,00";"0,00";"0,37";"0,00";"0,00";"0,00";"0,00";"3,93";"0,01";"79,07";"0,511";"0,01";"0,500";"0,001";"5.340,000";"1,58";"30,00";"1,58";"0,00";"0,00";"0,00"
"75,33";"ROBERTO : MAC GALO SÊMOLA LONGOS 500g ESPAGUETE Nº8";"9706";"UN 1";"4,000";"5,49";"21,96";"0,01";"0,00";"0,00";"0,00";"3,11";"12,43";"0,03";"56,60";"155,05";"60,79";"8,61";"8,01";"0,00";"0,00";"0,00";"1,52";"0,00";"0,00";"0,00";"0,00";"12,43";"0,03";"60,81";"2,028";"0,03";"2,000";"0,002";"10.980,000";"2,62";"162,54";"10,49";"0,00";"0,00";"0,00"
"75,34";"ROBERTO : MAC GALO SÊMOLA LONGOS 500g ESPAGUETINHO";"9712";"UN 1";"4,000";"5,49";"21,96";"0,01";"0,00";"0,00";"0,00";"1,57";"6,27";"0,02";"28,55";"44,09";"30,60";"15,24";"14,17";"0,00";"0,00";"0,00";"1,52";"0,00";"0,00";"0,00";"0,00";"6,27";"0,02";"30,68";"2,028";"0,03";"2,000";"0,002";"10.980,000";"3,65";"204,23";"14,59";"0,00";"0,00";"0,00"
"75,36";"ROBERTO : MAC GALO SÊMOLA LONGOS 500g FIDELINHO";"9714";"UN 1";"6,000";"5,49";"32,94";"0,02";"0,00";"0,00";"0,00";"1,57";"9,40";"0,03";"28,54";"44,09";"30,60";"22,86";"21,26";"0,00";"0,00";"0,00";"2,28";"0,00";"0,00";"0,00";"0,00";"9,40";"0,03";"30,66";"3,042";"0,04";"3,000";"0,004";"8.235,000";"3,54";"0,00";"21,24";"0,00";"0,00";"0,00"
"75,37";"ROBERTO : MAC GALO SÊMOLA LONGOS 500g FURADINHO";"9707";"UN 1";"4,000";"5,49";"21,96";"0,01";"0,00";"0,00";"0,00";"1,58";"6,30";"0,02";"28,69";"44,47";"30,78";"15,20";"14,14";"0,00";"0,00";"0,00";"1,52";"0,00";"0,00";"0,00";"0,00";"6,30";"0,02";"30,82";"2,028";"0,03";"2,000";"0,002";"10.980,000";"3,63";"141,59";"14,52";"0,00";"0,00";"0,00"
"75,38";"ROBERTO : MAC GALO SÊMOLA NINHO 500g NINHO ALETRIA";"9833";"UN 1";"2,000";"6,99";"13,98";"0,01";"0,00";"0,00";"0,00";"2,06";"4,11";"0,01";"29,40";"46,23";"31,62";"9,56";"8,89";"0,00";"0,00";"0,00";"0,98";"0,00";"0,00";"0,00";"0,00";"4,11";"0,01";"31,62";"1,026";"0,01";"1,000";"0,001";"13.980,000";"4,46";"4,46";"8,92";"0,00";"0,00";"0,00"
"75,40";"ROBERTO : MAC GRANORO TAGLIATELE 500g GRANO DURO";"6998";"UN 1";"2,000";"14,99";"29,98";"0,02";"0,00";"0,00";"0,00";"4,69";"9,38";"0,03";"31,29";"51,41";"33,96";"19,80";"18,50";"0,00";"0,00";"0,00";"2,10";"0,00";"0,00";"0,00";"0,00";"9,38";"0,03";"33,64";"1,020";"0,01";"0,000";"0,000";"0,000";"9,22";"110,65";"18,44";"0,00";"0,00";"0,00"
